DATE_CONV,PRCP,TMAX,TMIN,TAVG_cal
2020-01-01,0.013076923076923078,40.5,31.333333333333332,35.916666666666664
2020-01-02,0.0,44.833333333333336,28.5,36.66666666666667
2020-01-03,0.0,48.0,36.166666666666664,42.08333333333333
2020-01-04,0.03692307692307692,46.833333333333336,40.333333333333336,43.583333333333336
2020-01-05,0.26846153846153853,42.166666666666664,29.833333333333332,36.0
2020-01-06,0.0,35.833333333333336,22.333333333333332,29.083333333333336
2020-01-07,0.0007142857142857143,38.666666666666664,25.833333333333332,32.25
2020-01-08,0.028,41.0,25.833333333333332,33.416666666666664
2020-01-09,0.0007142857142857143,35.166666666666664,18.5,26.833333333333332
2020-01-10,0.0,43.833333333333336,20.5,32.16666666666667
2020-01-11,0.0,62.166666666666664,41.166666666666664,51.666666666666664
2020-01-12,0.07307692307692308,69.33333333333333,45.333333333333336,57.33333333333333
2020-01-13,0.017857142857142856,53.333333333333336,33.833333333333336,43.583333333333336
2020-01-14,0.007999999999999998,40.0,32.0,36.0
2020-01-15,0.009999999999999998,47.0,33.5,40.25
2020-01-16,0.05133333333333335,46.0,29.166666666666668,37.583333333333336
2020-01-17,0.02307692307692308,34.833333333333336,13.833333333333334,24.333333333333336
2020-01-18,0.030833333333333334,23.833333333333332,10.5,17.166666666666664
2020-01-19,0.29923076923076924,38.0,17.666666666666668,27.833333333333336
2020-01-20,0.0016666666666666668,34.666666666666664,13.5,24.083333333333332
2020-01-21,0.0,26.666666666666668,9.666666666666666,18.166666666666668
2020-01-22,0.0,33.0,9.666666666666666,21.333333333333332
2020-01-23,0.0,43.5,15.666666666666666,29.583333333333332
2020-01-24,0.0,46.666666666666664,25.0,35.83333333333333
2020-01-25,0.09999999999999999,47.666666666666664,30.833333333333332,39.25
2020-01-26,0.49916666666666654,51.0,37.333333333333336,44.16666666666667
2020-01-27,0.0,47.0,33.333333333333336,40.16666666666667
2020-01-28,0.0,41.333333333333336,33.166666666666664,37.25
2020-01-29,0.0,39.833333333333336,28.0,33.91666666666667
2020-01-30,0.0,36.666666666666664,17.833333333333332,27.25
2020-01-31,0.0,42.0,19.666666666666668,30.833333333333336
2020-02-01,0.012499999999999999,41.833333333333336,27.333333333333332,34.583333333333336
2020-02-02,0.0033333333333333335,40.5,31.166666666666668,35.833333333333336
2020-02-03,0.0,45.0,25.166666666666668,35.083333333333336
2020-02-04,0.0,45.833333333333336,28.666666666666668,37.25
2020-02-05,0.07999999999999999,42.166666666666664,31.166666666666668,36.666666666666664
2020-02-06,0.3591666666666667,39.166666666666664,29.5,34.33333333333333
2020-02-07,0.24583333333333338,49.333333333333336,30.833333333333332,40.083333333333336
2020-02-08,0.17416666666666666,41.833333333333336,22.166666666666668,32.0
2020-02-09,0.0,34.833333333333336,16.0,25.416666666666668
2020-02-10,0.06538461538461539,43.0,28.5,35.75
2020-02-11,0.17133333333333337,42.666666666666664,37.833333333333336,40.25
2020-02-12,0.1392857142857143,43.0,32.166666666666664,37.58333333333333
2020-02-13,0.49714285714285716,40.166666666666664,32.5,36.33333333333333
2020-02-14,0.095,36.833333333333336,19.333333333333332,28.083333333333336
2020-02-15,0.0,29.5,6.833333333333333,18.166666666666668
2020-02-16,0.0,38.333333333333336,18.0,28.166666666666668
2020-02-17,0.0,44.833333333333336,25.666666666666668,35.25
2020-02-18,0.06153846153846154,41.166666666666664,25.5,33.33333333333333
2020-02-19,0.26142857142857145,42.5,31.333333333333332,36.916666666666664
2020-02-20,0.0,37.0,19.666666666666668,28.333333333333336
2020-02-21,0.0,32.0,13.5,22.75
2020-02-22,0.0,41.5,18.5,30.0
2020-02-23,0.0,52.666666666666664,25.333333333333332,39.0
2020-02-24,0.0,60.166666666666664,29.0,44.58333333333333
2020-02-25,0.025333333333333333,57.5,39.166666666666664,48.33333333333333
2020-02-26,0.2414285714285714,49.166666666666664,40.666666666666664,44.916666666666664
2020-02-27,0.663076923076923,50.333333333333336,34.833333333333336,42.583333333333336
2020-02-28,0.07416666666666667,43.0,25.833333333333332,34.416666666666664
2020-02-29,0.0,38.0,20.5,29.25
2020-03-01,0.0,35.333333333333336,17.166666666666668,26.25
2020-03-02,0.0,47.666666666666664,19.333333333333332,33.5
2020-03-03,0.008,62.166666666666664,40.333333333333336,51.25
2020-03-04,0.07466666666666667,56.833333333333336,40.5,48.66666666666667
2020-03-05,0.0,52.5,33.0,42.75
2020-03-06,0.0035714285714285718,50.5,27.833333333333332,39.166666666666664
2020-03-07,0.04076923076923077,46.333333333333336,27.666666666666668,37.0
2020-03-08,0.0,51.666666666666664,24.833333333333332,38.25
2020-03-09,0.0,67.16666666666667,34.833333333333336,51.0
2020-03-10,0.0,71.16666666666667,44.333333333333336,57.75
2020-03-11,0.0033333333333333335,62.0,40.0,51.0
2020-03-12,0.0006666666666666666,51.166666666666664,29.666666666666668,40.416666666666664
2020-03-13,0.16733333333333336,55.833333333333336,38.5,47.16666666666667
2020-03-14,0.15,55.833333333333336,36.833333333333336,46.333333333333336
2020-03-15,0.0,50.333333333333336,32.333333333333336,41.333333333333336
2020-03-16,0.0,41.5,24.333333333333332,32.916666666666664
2020-03-17,0.02214285714285714,42.166666666666664,28.833333333333332,35.5
2020-03-18,0.025714285714285717,51.666666666666664,29.5,40.58333333333333
2020-03-19,0.2492857142857143,48.5,36.666666666666664,42.58333333333333
2020-03-20,0.35999999999999993,60.666666666666664,38.5,49.58333333333333
2020-03-21,0.008461538461538461,63.0,35.166666666666664,49.08333333333333
2020-03-22,0.0,41.333333333333336,25.0,33.16666666666667
2020-03-23,0.27785714285714286,39.5,25.0,32.25
2020-03-24,1.684,46.666666666666664,32.666666666666664,39.666666666666664
2020-03-25,0.004285714285714286,45.333333333333336,34.666666666666664,40.0
2020-03-26,0.015714285714285715,49.666666666666664,32.0,40.83333333333333
2020-03-27,0.002142857142857143,60.666666666666664,37.166666666666664,48.916666666666664
2020-03-28,0.022857142857142857,58.5,31.166666666666668,44.833333333333336
2020-03-29,0.35600000000000004,48.666666666666664,38.833333333333336,43.75
2020-03-30,0.47642857142857137,43.0,37.5,40.25
2020-03-31,0.14666666666666667,42.5,31.833333333333332,37.166666666666664
